,file,image_height,image_width,class_name,cx,cy,bbox_w,bbox_h,cx_new,cy_new,bbox_w_new,bbox_h_new,bbox_w_new_log,bbox_h_new_log
30,s12\worker_dataset\4.jpg,1303,1536,vest,131,438,128,219,0.08528645833333333,0.33614735226400616,0.08333333333333333,0.16807367613200308,-2.4849066497880004,-1.7833528473083442
31,s12\worker_dataset\4.jpg,1303,1536,vest,658,397,61,78,0.4283854166666667,0.3046815042210284,0.039713541666666664,0.059861857252494245,-3.2260630495343063,-2.8157157504352535
32,s12\worker_dataset\4.jpg,1303,1536,vest,720,419,102,60,0.46875,0.3215656178050652,0.06640625,0.04604758250191865,-2.7119641004233466,-3.0780800149027443
33,s12\worker_dataset\4.jpg,1303,1536,vest,1004,394,65,84,0.6536458333333334,0.30237912509593246,0.042317708333333336,0.0644666155026861,-3.1625496438119804,-2.7416077782815313
34,s12\worker_dataset\4.jpg,1303,1536,vest,1310,382,81,91,0.8528645833333334,0.29316960859554875,0.052734375,0.06983883346124328,-2.9424877590351786,-2.661565070607995
35,s12\worker_dataset\4.jpg,1303,1536,vest,265,446,50,128,0.17252604166666666,0.34228702993092863,0.032552083333333336,0.09823484267075978,-3.4249139082794713,-2.320394313205228
36,s12\worker_dataset\5.jpg,600,960,hardhat,301,155,59,41,0.31354166666666666,0.25833333333333336,0.06145833333333333,0.06833333333333333,-2.7893958405561627,-2.683357588511839
37,s12\worker_dataset\5.jpg,600,960,hardhat,397,123,54,38,0.41354166666666664,0.205,0.05625,0.06333333333333334,-2.8779492378976075,-2.7593434954897607
38,s12\worker_dataset\5.jpg,600,960,hardhat,457,168,51,37,0.47604166666666664,0.28,0.053125,0.06166666666666667,-2.9351076517375563,-2.786011742571922
39,s12\worker_dataset\5.jpg,600,960,hardhat,535,158,77,46,0.5572916666666666,0.2633333333333333,0.08020833333333334,0.07666666666666666,-2.523127862608198,-2.5682882587270512
40,s12\worker_dataset\5.jpg,600,960,hardhat,621,146,54,39,0.646875,0.24333333333333335,0.05625,0.065,-2.8779492378976075,-2.7333680090865
41,s12\worker_dataset\5.jpg,600,960,hardhat,805,158,59,32,0.8385416666666666,0.2633333333333333,0.06145833333333333,0.05333333333333334,-2.7893958405561627,-2.9311937524164198
42,s12\worker_dataset\5.jpg,600,960,vest,243,242,145,95,0.253125,0.4033333333333333,0.15104166666666666,0.15833333333333333,-1.8901995420413076,-1.8430527636156055
43,s12\worker_dataset\5.jpg,600,960,vest,407,246,121,103,0.4239583333333333,0.41,0.12604166666666666,0.17166666666666666,-2.0711427388651407,-1.7622006669865107
44,s12\worker_dataset\5.jpg,600,960,vest,536,244,127,114,0.5583333333333333,0.4066666666666667,0.13229166666666667,0.19,-2.022746198003291,-1.6607312068216509
45,s12\worker_dataset\5.jpg,600,960,boots,285,535,81,45,0.296875,0.8916666666666667,0.084375,0.075,-2.472484129789443,-2.5902671654458267
46,s12\worker_dataset\5.jpg,600,960,boots,371,516,26,29,0.38645833333333335,0.86,0.027083333333333334,0.04833333333333333,-3.6088367464404,-3.029633825229672
47,s12\worker_dataset\5.jpg,600,960,boots,404,533,27,20,0.42083333333333334,0.8883333333333333,0.028125,0.03333333333333333,-3.571096418457553,-3.4011973816621555
48,s12\worker_dataset\5.jpg,600,960,boots,605,518,37,56,0.6302083333333334,0.8633333333333333,0.03854166666666667,0.09333333333333334,-3.256015371817657,-2.371577964480997
49,s12\worker_dataset\5.jpg,600,960,boots,542,562,47,19,0.5645833333333333,0.9366666666666666,0.04895833333333333,0.03166666666666667,-3.016785682751823,-3.4524906760497056
50,s12\worker_dataset\6.jpg,580,775,hardhat,334,60,43,24,0.4309677419354839,0.10344827586206896,0.05548387096774193,0.041379310344827586,-2.8916629136597845,-3.1849742731925192
51,s12\worker_dataset\6.jpg,580,775,hardhat,538,94,34,21,0.6941935483870968,0.16206896551724137,0.04387096774193548,0.03620689655172414,-3.1265025047371857,-3.318505665817042
52,s12\worker_dataset\6.jpg,580,775,hardhat,298,71,34,24,0.38451612903225807,0.12241379310344827,0.04387096774193548,0.041379310344827586,-3.1265025047371857,-3.1849742731925192
53,s12\worker_dataset\6.jpg,580,775,hardhat,449,89,11,7,0.5793548387096774,0.15344827586206897,0.014193548387096775,0.01206896551724138,-4.254967756554977,-4.4171179544851515
54,s12\worker_dataset\6.jpg,580,775,hardhat,461,96,12,8,0.5948387096774194,0.16551724137931034,0.015483870967741935,0.013793103448275862,-4.1679563795653465,-4.283586561860629
55,s12\worker_dataset\6.jpg,580,775,hardhat,512,99,20,9,0.6606451612903226,0.1706896551724138,0.025806451612903226,0.015517241379310345,-3.657130755799356,-4.165803526204246
56,s12\worker_dataset\6.jpg,580,775,hardhat,281,96,16,8,0.36258064516129035,0.16551724137931034,0.02064516129032258,0.013793103448275862,-3.8802743071135657,-4.283586561860629
57,s12\worker_dataset\6.jpg,580,775,hardhat,227,99,17,8,0.2929032258064516,0.1706896551724138,0.02193548387096774,0.013793103448275862,-3.819649685297131,-4.283586561860629
58,s12\worker_dataset\6.jpg,580,775,hardhat,175,101,12,6,0.22580645161290322,0.17413793103448275,0.015483870967741935,0.010344827586206896,-4.1679563795653465,-4.57126863431241
59,s12\worker_dataset\6.jpg,580,775,hardhat,97,100,23,13,0.12516129032258064,0.1724137931034483,0.02967741935483871,0.022413793103448276,-3.517368813424197,-3.7980787460789283
60,s12\worker_dataset\6.jpg,580,775,hardhat,134,95,15,9,0.17290322580645162,0.16379310344827586,0.01935483870967742,0.015517241379310345,-3.9448128282511368,-4.165803526204246
61,s12\worker_dataset\6.jpg,580,775,hardhat,385,105,16,9,0.4967741935483871,0.1810344827586207,0.02064516129032258,0.015517241379310345,-3.8802743071135657,-4.165803526204246
62,s12\worker_dataset\6.jpg,580,775,hardhat,756,58,17,36,0.9754838709677419,0.1,0.02193548387096774,0.06206896551724138,-3.819649685297131,-2.779509165084355
63,s12\worker_dataset\6.jpg,580,775,hardhat,742,110,32,24,0.9574193548387097,0.1896551724137931,0.04129032258064516,0.041379310344827586,-3.1871271265536203,-3.1849742731925192
64,s12\worker_dataset\6.jpg,580,775,hardhat,1,72,30,52,0.0012903225806451613,0.12413793103448276,0.03870967741935484,0.0896551724137931,-3.2516656476911914,-2.4117843849590375
65,s12\worker_dataset\6.jpg,580,775,hardhat,17,80,30,11,0.02193548387096774,0.13793103448275862,0.03870967741935484,0.01896551724137931,-3.2516656476911914,-3.9651328307420943
66,s12\worker_dataset\6.jpg,580,775,hardhat,418,104,11,26,0.5393548387096774,0.1793103448275862,0.014193548387096775,0.04482758620689655,-4.254967756554977,-3.104931565518983
67,s12\worker_dataset\6.jpg,580,775,hardhat,427,107,11,5,0.5509677419354839,0.18448275862068966,0.014193548387096775,0.008620689655172414,-4.254967756554977,-4.7535901911063645
68,s12\worker_dataset\6.jpg,580,775,vest,1,195,119,242,0.0012903225806451613,0.33620689655172414,0.15354838709677418,0.41724137931034483,-1.8737395362418177,-0.8740903773837786
69,s12\worker_dataset\6.jpg,580,775,vest,44,121,33,50,0.0567741935483871,0.20862068965517241,0.04258064516129032,0.08620689655172414,-3.1563554678868666,-2.451005098112319
70,s12\worker_dataset\6.jpg,580,775,vest,97,123,28,62,0.12516129032258064,0.2120689655172414,0.03612903225806452,0.10689655172413794,-3.320658519178143,-2.2358937184953733
71,s12\worker_dataset\6.jpg,580,775,vest,127,116,22,53,0.1638709677419355,0.2,0.02838709677419355,0.09137931034482759,-3.561820575995031,-2.392736189988343
72,s12\worker_dataset\6.jpg,580,775,vest,340,126,69,110,0.43870967741935485,0.21724137931034482,0.08903225806451613,0.1896551724137931,-2.4187565247560876,-1.6625477377480489
73,s12\worker_dataset\6.jpg,580,775,vest,300,118,41,84,0.3870967741935484,0.20344827586206896,0.05290322580645161,0.14482758620689656,-2.9392909626490393,-1.9322113046971514
74,s12\worker_dataset\6.jpg,580,775,vest,533,133,40,71,0.687741935483871,0.2293103448275862,0.05161290322580645,0.12241379310344827,-2.9639835752394106,-2.1003482264991495
75,s12\worker_dataset\6.jpg,580,775,vest,505,133,34,53,0.6516129032258065,0.2293103448275862,0.04387096774193548,0.09137931034482759,-3.1265025047371857,-2.392736189988343
76,s12\worker_dataset\6.jpg,580,775,vest,453,121,32,54,0.584516129032258,0.20862068965517241,0.04129032258064516,0.09310344827586207,-3.1871271265536203,-2.3740440569761905
77,s12\worker_dataset\6.jpg,580,775,vest,678,191,92,223,0.8748387096774194,0.3293103448275862,0.11870967741935484,0.38448275862068965,-2.131074452304307,-0.9558563320803463
78,s12\worker_dataset\6.jpg,580,775,vest,180,122,14,36,0.23225806451612904,0.2103448275862069,0.01806451612903226,0.06206896551724138,-4.013805699738088,-2.779509165084355
79,s12\worker_dataset\6.jpg,580,775,boots,342,389,78,18,0.44129032258064516,0.6706896551724137,0.10064516129032258,0.03103448275862069,-2.296154202663755,-3.4726563456443005
80,s12\worker_dataset\6.jpg,580,775,boots,540,272,33,20,0.6967741935483871,0.4689655172413793,0.04258064516129032,0.034482758620689655,-3.1563554678868666,-3.367295829986474
81,s12\worker_dataset\6.jpg,580,775,boots,509,245,20,19,0.6567741935483871,0.4224137931034483,0.025806451612903226,0.032758620689655175,-3.657130755799356,-3.4185891243740243
82,s12\worker_dataset\6.jpg,580,775,boots,500,246,21,11,0.6451612903225806,0.4241379310344828,0.027096774193548386,0.01896551724137931,-3.608340591629924,-3.9651328307420943
83,s12\worker_dataset\6.jpg,580,775,boots,466,218,15,10,0.6012903225806452,0.3758620689655172,0.01935483870967742,0.017241379310344827,-3.9448128282511368,-4.060443010546419
84,s12\worker_dataset\6.jpg,580,775,boots,437,195,19,15,0.5638709677419355,0.33620689655172414,0.024516129032258065,0.02586206896551724,-3.7084240501869066,-3.654977902438255
85,s12\worker_dataset\6.jpg,580,775,boots,133,223,15,16,0.17161290322580644,0.38448275862068965,0.01935483870967742,0.027586206896551724,-3.9448128282511368,-3.590439381300684
86,s12\worker_dataset\6.jpg,580,775,boots,160,212,5,2,0.2064516129032258,0.36551724137931035,0.0064516129032258064,0.0034482758620689655,-5.043425116919247,-5.66988092298052
87,s12\worker_dataset\6.jpg,580,775,boots,280,219,17,9,0.36129032258064514,0.3775862068965517,0.02193548387096774,0.015517241379310345,-3.819649685297131,-4.165803526204246
88,s12\worker_dataset\6.jpg,580,775,boots,312,285,35,23,0.40258064516129033,0.49137931034482757,0.04516129032258064,0.039655172413793106,-3.0975149678639333,-3.2275338876113153
89,s12\worker_dataset\6.jpg,580,775,boots,300,242,17,20,0.3870967741935484,0.41724137931034483,0.02193548387096774,0.034482758620689655,-3.819649685297131,-3.367295829986474
90,s12\worker_dataset\7.jpg,532,800,hardhat,322,201,46,22,0.4025,0.37781954887218044,0.0575,0.041353383458646614,-2.855970331178832,-3.1856010359833284
91,s12\worker_dataset\7.jpg,532,800,hardhat,111,252,22,9,0.13875,0.47368421052631576,0.0275,0.016917293233082706,-3.5935692743096115,-4.079418912005425
92,s12\worker_dataset\7.jpg,532,800,hardhat,220,250,28,16,0.275,0.4699248120300752,0.035,0.03007518796992481,-3.3524072174927233,-3.5040547671018634
93,s12\worker_dataset\7.jpg,532,800,hardhat,261,262,15,9,0.32625,0.4924812030075188,0.01875,0.016917293233082706,-3.9765615265657175,-4.079418912005425
94,s12\worker_dataset\7.jpg,532,800,hardhat,458,249,22,15,0.5725,0.4680451127819549,0.0275,0.02819548872180451,-3.5935692743096115,-3.5685932882394344
95,s12\worker_dataset\7.jpg,532,800,hardhat,533,245,18,14,0.66625,0.4605263157894737,0.0225,0.02631578947368421,-3.7942399697717626,-3.6375861597263857
96,s12\worker_dataset\7.jpg,532,800,hardhat,674,276,15,12,0.8425,0.518796992481203,0.01875,0.022556390977443608,-3.9765615265657175,-3.791736839553644
97,s12\worker_dataset\7.jpg,532,800,vest,211,280,47,51,0.26375,0.5263157894736842,0.05875,0.09586466165413533,-2.8344641259578687,-2.344817856617319
98,s12\worker_dataset\7.jpg,532,800,vest,257,283,26,45,0.32125,0.5319548872180451,0.0325,0.08458646616541353,-3.4265151896464454,-2.469980999571325
99,s12\worker_dataset\7.jpg,532,800,vest,312,249,63,94,0.39,0.4680451127819549,0.07875,0.17669172932330826,-2.5414770012763945,-1.7333487070716405
100,s12\worker_dataset\7.jpg,532,800,vest,528,270,28,56,0.66,0.5075187969924813,0.035,0.10526315789473684,-3.3524072174927233,-2.2512917986064953
101,s12\worker_dataset\7.jpg,532,800,boots,95,397,12,9,0.11875,0.7462406015037594,0.015,0.016917293233082706,-4.199705077879927,-4.079418912005425
102,s12\worker_dataset\7.jpg,532,800,boots,123,396,18,12,0.15375,0.7443609022556391,0.0225,0.022556390977443608,-3.7942399697717626,-3.791736839553644
103,s12\worker_dataset\7.jpg,532,800,boots,330,472,45,18,0.4125,0.8872180451127819,0.05625,0.03383458646616541,-2.8779492378976075,-3.3862717314454795
104,s12\worker_dataset\7.jpg,532,800,boots,546,408,21,16,0.6825,0.7669172932330827,0.02625,0.03007518796992481,-3.6400892899445045,-3.5040547671018634
105,s12\worker_dataset\7.jpg,532,800,boots,507,408,28,11,0.63375,0.7669172932330827,0.035,0.020676691729323307,-3.3524072174927233,-3.878748216543274
106,s12\worker_dataset\7.jpg,532,800,boots,256,400,14,9,0.32,0.7518796992481203,0.0175,0.016917293233082706,-4.045554398052668,-4.079418912005425
107,s12\worker_dataset\7.jpg,532,800,boots,221,402,14,10,0.27625,0.7556390977443609,0.0175,0.018796992481203006,-4.045554398052668,-3.9740583963475986
108,s12\worker_dataset\8.jpg,362,800,hardhat,56,140,20,11,0.07,0.3867403314917127,0.025,0.03038674033149171,-3.6888794541139363,-3.4937489390274004
109,s12\worker_dataset\8.jpg,362,800,hardhat,167,152,8,4,0.20875,0.4198895027624309,0.01,0.011049723756906077,-4.605170185988091,-4.505349850705881
110,s12\worker_dataset\8.jpg,362,800,hardhat,216,156,17,9,0.27,0.430939226519337,0.02125,0.024861878453038673,-3.851398383611711,-3.694419634489552
111,s12\worker_dataset\8.jpg,362,800,hardhat,274,151,12,6,0.3425,0.4171270718232044,0.015,0.016574585635359115,-4.199705077879927,-4.099884742597716
112,s12\worker_dataset\8.jpg,362,800,hardhat,308,149,7,9,0.385,0.4116022099447514,0.00875,0.024861878453038673,-4.738701578612614,-3.694419634489552
113,s12\worker_dataset\8.jpg,362,800,hardhat,737,143,19,16,0.92125,0.39502762430939226,0.02375,0.04419889502762431,-3.740172748501487,-3.11905548958599
114,s12\worker_dataset\8.jpg,362,800,hardhat,617,146,13,13,0.77125,0.40331491712707185,0.01625,0.03591160220994475,-4.119662370206391,-3.3266948543642343
115,s12\worker_dataset\8.jpg,362,800,hardhat,600,147,8,11,0.75,0.40607734806629836,0.01,0.03038674033149171,-4.605170185988091,-3.4937489390274004
116,s12\worker_dataset\8.jpg,362,800,hardhat,394,149,9,4,0.4925,0.4116022099447514,0.01125,0.011049723756906077,-4.487387150331708,-4.505349850705881
117,s12\worker_dataset\8.jpg,362,800,hardhat,446,145,7,8,0.5575,0.4005524861878453,0.00875,0.022099447513812154,-4.738701578612614,-3.8122026701459353
118,s12\worker_dataset\8.jpg,362,800,vest,54,160,36,47,0.0675,0.4419889502762431,0.045,0.1298342541436464,-3.101092789211817,-2.0414966101157126
119,s12\worker_dataset\8.jpg,362,800,vest,209,171,27,29,0.26125,0.4723756906077348,0.03375,0.08011049723756906,-3.388774861663598,-2.524348381839297
120,s12\worker_dataset\8.jpg,362,800,vest,308,161,12,17,0.385,0.4447513812154696,0.015,0.04696132596685083,-4.199705077879927,-3.058430867769555
121,s12\worker_dataset\8.jpg,362,800,vest,732,164,37,38,0.915,0.4530386740331492,0.04625,0.10497237569060773,-3.0736938150237028,-2.2540580520993854
122,s12\worker_dataset\8.jpg,362,800,vest,613,165,24,26,0.76625,0.4558011049723757,0.03,0.0718232044198895,-3.506557897319982,-2.633547673804289
123,s12\worker_dataset\8.jpg,362,800,vest,523,165,8,16,0.65375,0.4558011049723757,0.01,0.04419889502762431,-4.605170185988091,-3.11905548958599
124,s12\worker_dataset\8.jpg,362,800,vest,387,160,22,13,0.48375,0.4419889502762431,0.0275,0.03591160220994475,-3.5935692743096115,-3.3266948543642343
125,s12\worker_dataset\8.jpg,362,800,boots,50,266,35,9,0.0625,0.7348066298342542,0.04375,0.024861878453038673,-3.1292636661785136,-3.694419634489552
126,s12\worker_dataset\8.jpg,362,800,boots,211,236,20,6,0.26375,0.6519337016574586,0.025,0.016574585635359115,-3.6888794541139363,-4.099884742597716
127,s12\worker_dataset\8.jpg,362,800,boots,755,254,17,13,0.94375,0.7016574585635359,0.02125,0.03591160220994475,-3.851398383611711,-3.3266948543642343
128,s12\worker_dataset\8.jpg,362,800,boots,617,223,18,4,0.77125,0.6160220994475138,0.0225,0.011049723756906077,-3.7942399697717626,-4.505349850705881
129,s12\worker_dataset\9.jpg,571,800,hardhat,368,50,144,52,0.46,0.08756567425569177,0.18,0.09106830122591944,-1.7147984280919266,-2.396145491074583
130,s12\worker_dataset\9.jpg,571,800,vest,322,184,217,281,0.4025,0.3222416812609457,0.27125,0.4921190893169877,-1.3047143741274678,-0.7090345403222645
131,s12\worker_dataset\9.jpg,571,800,boots,137,65,40,15,0.17125,0.1138353765323993,0.05,0.02626970227670753,-2.995732273553991,-3.6393390085538
132,s12\worker_dataset\10.jpg,380,750,hardhat,147,123,41,18,0.196,0.3236842105263158,0.05466666666666667,0.04736842105263158,-2.906501139826048,-3.0497994948242666
133,s12\worker_dataset\10.jpg,380,750,hardhat,364,80,80,38,0.48533333333333334,0.21052631578947367,0.10666666666666667,0.1,-2.2380465718564744,-2.3025850929940455
134,s12\worker_dataset\10.jpg,380,750,hardhat,553,149,29,19,0.7373333333333333,0.39210526315789473,0.03866666666666667,0.05,-3.252777376543882,-2.995732273553991
135,s12\worker_dataset\10.jpg,380,750,vest,146,172,75,98,0.19466666666666665,0.45263157894736844,0.1,0.2578947368421053,-2.3025850929940455,-1.3552037740498595
136,s12\worker_dataset\10.jpg,380,750,vest,306,171,35,33,0.408,0.45,0.04666666666666667,0.0868421052631579,-3.0647251450409425,-2.4436636912539513
137,s12\worker_dataset\10.jpg,380,750,vest,329,194,140,179,0.43866666666666665,0.5105263157894737,0.18666666666666668,0.4710526315789474,-1.6784307839210517,-0.7527854468796764
138,s12\worker_dataset\10.jpg,380,750,vest,476,175,35,32,0.6346666666666667,0.4605263157894737,0.04666666666666667,0.08421052631578947,-3.0647251450409425,-2.474435349920705
139,s12\worker_dataset\10.jpg,380,750,vest,540,185,48,69,0.72,0.4868421052631579,0.064,0.18157894736842106,-2.7488721956224653,-1.706064748123172
140,s12\worker_dataset\10.jpg,380,750,boots,543,334,16,11,0.724,0.8789473684210526,0.021333333333333333,0.02894736842105263,-3.847484484290575,-3.542275979922061
141,s12\worker_dataset\10.jpg,380,750,boots,565,345,12,11,0.7533333333333333,0.9078947368421053,0.016,0.02894736842105263,-4.135166556742356,-3.542275979922061
142,s12\worker_dataset\11.jpg,560,880,hardhat,154,48,63,41,0.175,0.08571428571428572,0.0715909090909091,0.07321428571428572,-2.6367871810807193,-2.614364717024887
143,s12\worker_dataset\11.jpg,560,880,hardhat,684,80,59,39,0.7772727272727272,0.14285714285714285,0.06704545454545455,0.06964285714285715,-2.7023844635665326,-2.6643751375995484
144,s12\worker_dataset\11.jpg,560,880,vest,105,128,141,155,0.11931818181818182,0.22857142857142856,0.16022727272727272,0.2767857142857143,-1.8311620170940839,-1.2845116668099483
145,s12\worker_dataset\11.jpg,560,880,vest,668,154,113,135,0.759090909090909,0.275,0.12840909090909092,0.24107142857142858,-2.0525340887599115,-1.4226620052907655
146,s12\worker_dataset\11.jpg,560,880,boots,133,465,106,87,0.15113636363636362,0.8303571428571429,0.12045454545454545,0.15535714285714286,-2.116482813360185,-1.8620286650746112
147,s12\worker_dataset\11.jpg,560,880,boots,744,478,37,46,0.8454545454545455,0.8535714285714285,0.042045454545454546,0.08214285714285714,-3.1690039948280275,-2.4992953872401
148,s12\worker_dataset\11.jpg,560,880,boots,692,461,60,28,0.7863636363636364,0.8232142857142857,0.06818181818181818,0.05,-2.6855773452501515,-2.995732273553991
149,s12\worker_dataset\12.jpg,600,920,hardhat,358,55,56,60,0.38913043478260867,0.09166666666666666,0.06086956521739131,0.1,-2.7990219793079367,-2.3025850929940455
150,s12\worker_dataset\12.jpg,600,920,hardhat,550,154,64,54,0.5978260869565217,0.25666666666666665,0.06956521739130435,0.09,-2.665490586683414,-2.4079456086518722
151,s12\worker_dataset\12.jpg,600,920,hardhat,625,242,50,26,0.6793478260869565,0.4033333333333333,0.05434782608695652,0.043333333333333335,-2.91235066461494,-3.138833117194664
152,s12\worker_dataset\12.jpg,600,920,boots,262,468,39,41,0.2847826086956522,0.78,0.042391304347826085,0.06833333333333333,-3.1608120239134396,-2.683357588511839
153,s12\worker_dataset\12.jpg,600,920,boots,373,472,74,36,0.40543478260869564,0.7866666666666666,0.08043478260869565,0.06,-2.520308576838916,-2.8134107167600364
154,s12\worker_dataset\12.jpg,600,920,boots,466,448,50,40,0.5065217391304347,0.7466666666666667,0.05434782608695652,0.06666666666666667,-2.91235066461494,-2.70805020110221
155,s12\worker_dataset\12.jpg,600,920,boots,498,418,48,65,0.5413043478260869,0.6966666666666667,0.05217391304347826,0.10833333333333334,-2.953172659135195,-2.222542385320509
156,s12\worker_dataset\13.jpg,419,700,hardhat,210,57,45,21,0.3,0.1360381861575179,0.06428571428571428,0.050119331742243436,-2.744417845273085,-2.993348482198715
157,s12\worker_dataset\13.jpg,419,700,hardhat,354,30,55,25,0.5057142857142857,0.07159904534606205,0.07857142857142857,0.059665871121718374,-2.5437471498109336,-2.818995095053937
158,s12\worker_dataset\13.jpg,419,700,hardhat,448,8,35,24,0.64,0.01909307875894988,0.05,0.057279236276849645,-2.995732273553991,-2.859817089574192
159,s12\worker_dataset\13.jpg,419,700,hardhat,433,64,41,18,0.6185714285714285,0.15274463007159905,0.05857142857142857,0.04295942720763723,-2.837508268339097,-3.147499162025973
160,s12\worker_dataset\13.jpg,419,700,hardhat,463,109,50,29,0.6614285714285715,0.26014319809069214,0.07142857142857142,0.06921241050119331,-2.639057329615259,-2.6705750899356637
161,s12\worker_dataset\13.jpg,419,700,hardhat,616,59,28,17,0.88,0.14081145584725538,0.04,0.0405727923627685,-3.2188758248682006,-3.2046575758659217
